
漫画,HUNTER×HUNTER,ハンター試験編,023,最終試験でクラピカが対戦した相手は？,ヒソカ,ボドロ,イルミ,レオリオ,1,クラピカはヒソカと対戦し、勝利しました。,2
漫画,HUNTER×HUNTER,ハンター試験編,024,キルアが最終試験で失格になった理由は？,対戦相手を殺してしまったから,降伏したから,試験官に反抗したから,試験を放棄したから,1,キルアは対戦相手を殺してしまい、失格となりました。,2
漫画,HUNTER×HUNTER,ハンター試験編,025,ハンター試験合格後、キルアが連れ去られた場所は？,ゾルディック家,天空闘技場,くじら島,流星街,1,キルアはゾルディック家に連れ戻されました。,2
漫画,HUNTER×HUNTER,ゾルディック家編,026,ゾルディック家の屋敷の番犬の名前は？,ミケ,アルカ,ナニカ,カイト,1,ゾルディック家の番犬はミケです。,1
漫画,HUNTER×HUNTER,ゾルディック家編,027,ゾルディック家の執事カナリアの主な能力は？,念能力,武術,動物を操る,変装,2,カナリアは武術に長けています。,2
漫画,HUNTER×HUNTER,ゾルディック家編,028,キルアを救出するため、ゴンたちがゾルディック家に向かう際、門番が最初に課した試練は？,試しの門を開けること,ミケを倒すこと,カナリアを突破すること,執事と戦うこと,1,ゾルディック家の門番は、試しの門を開けることを要求しました。,2
漫画,HUNTER×HUNTER,ゾルディック家編,029,ゾルディック家の家訓にある「一日一殺」は誰のセリフ？,ゼノ,シルバ,イルミ,キルア,1,ゼノが「一日一殺」と言っています。,3
漫画,HUNTER×HUNter,ゾルディック家編,030,ゾルディック家でキルアが幽閉されていた場所は？,地下牢,別荘,トレーニングルーム,アジト,1,キルアは地下牢に閉じ込められていました。,2
漫画,HUNTER×HUNTER,ゾルディック家編,031,キルアの弟（妹）であるアルカ（ナニカ）は、何によって能力が発動する？,願い事,病気,感情,念能力,1,アルカ（ナニカ）の能力は、他者の「お願い」によって発動します。,2
漫画,HUNTER×HUNTER,ゾルディック家編,032,ゾルディック家の当主は誰？,ゼノ,シルバ,イルミ,キルア,2,ゾルディック家の当主はシルバです。,2
漫画,HUNTER×HUNTER,ゾルディック家編,033,ゾルディック家の長男は誰？,イルミ,ミルキ,キルア,アルカ,1,ゾルディック家の長男はイルミです。,2
漫画,HUNTER×HUNTER,ゾルディック家編,034,ゾルディック家の中で、唯一念能力が使えないのは？,カルト,ミルキ,キルア,アルカ,2,ミルキは念能力が使えません。,2
漫画,HUNTER×HUNTER,ゾルディック家編,035,ゴンとキルアがゾルディック家で会った最後の家族は？,ゼノ,シルバ,キキョウ,カルト,2,ゴンとキルアはシルバと会いました。,2
漫画,HUNTER×HUNTER,ゾルディック家編,036,キルアの父親であるシルバは、何の能力者？,操作系,変化系,強化系,特質系,1,シルバは操作系の念能力者です。,3
漫画,HUNTER×HUNTER,ゾルディック家編,037,ゾルディック家でゴンたちが食事をした時に出されたものは？,カレーライス,高級肉,お菓子,毒入りスープ,2,高級な肉が出されました。,2
漫画,HUNTER×HUNTER,ゾルディック家編,038,ゾルディック家の執事ゴトーは、何の能力者？,念弾を操る能力,物体を転送する能力,時間を止める能力,動物を操る能力,1,ゴトーはコインを念弾として操る能力者です。,2
漫画,HUNTER×HUNTER,ゾルディック家編,039,ゾルディック家編でゴンたちがキルアと再会できた場所は？,食堂,修練場,地下牢,居間,2,キルアは修練場でゴンたちと再会しました。,2
漫画,HUNTER×HUNTER,ゾルディック家編,040,ゾルディック家でゼノがキルアに忠告した内容は？,友達を作るな,ハンターになるな,自由に生きろ,強くなれ,1,ゼノはキルアに「友達を作るな」と忠告しました。,2
漫画,HUNTER×HUNTER,天空闘技場編,041,ゴンとキルアが念能力を学ぶために訪れた場所は？,天空闘技場,ハンター協会,ゾルディック家,くじら島,1,二人は念能力を学ぶため天空闘技場を訪れました。,1
漫画,HUNTER×HUNTER,天空闘技場編,042,天空闘技場でヒソカが使った念能力の名前は？,バンジーガム,オーラボール,念糸,ポイズンハンター,1,ヒソカの念能力は「バンジーガム」です。,1
漫画,HUNTER×HUNTER,天空闘技場編,043,天空闘技場でゴンが最初にヒソカと戦った時の、ヒソカの受験番号は？,287番,405番,44番,99番,3,ハンター試験の時と同じ44番です。,2
漫画,HUNTER×HUNTER,天空闘技場編,044,天空闘技場で念能力を教えてくれた人物は？,ウィング,ビスケ,カイト,ツェズゲラ,1,ウィングがゴンとキルアに念能力を教えてくれました。,1
漫画,HUNTER×HUNTER,天空闘技場編,045,ウィングの師匠は誰？,ビスケ,ネテロ,カイト,ゼノ,1,ウィングの師匠はビスケです。,1
漫画,HUNTER×HUNTER,天空闘技場編,046,天空闘技場の200階層で、ゴンとキルアが初めて戦った相手は？,カストロ,ツベッパ,ヒソカ,ギド,3,ゴンとキルアはヒソカと戦いました。,2
漫画,HUNTER×HUNTER,天空闘技場編,047,天空闘技場でヒソカと戦ったカストロは何の能力者？,具現化系,変化系,強化系,操作系,1,カストロは具現化系と操作系の能力を組み合わせた「ブラッドバタフライ」を使いました。,3
漫画,HUNター×HUNTER,天空闘技場編,048,ヒソカがカストロ戦で使ったトリックは？,腕を再生させる,分身を作り出す,相手の攻撃を吸収する,血を操る,4,ヒソカはカストロの血を操るトリックを使いました。,3
漫画,HUNTER×HUNTER,天空闘技場編,049,天空闘技場でキルアが戦った相手は？,ツベッパ,ギド,カストロ,シャルナーク,2,キルアはギドと対戦しました。,2
漫画,HUNTER×HUNTER,天空闘技場編,050,天空闘技場を制覇した人物に与えられる称号は？,フロアマスター,グランドチャンピオン,バトルマスター,キングオブファイターズ,1,天空闘技場を制覇するとフロアマスターになれます。,2
漫画,HUNTER×HUNTER,天空闘技場編,051,ヒソカが天空闘技場でゴンとの再戦を望んだ理由は？,ゴンの成長を期待したから,ゴンを倒したかったから,暇だったから,試験官に頼まれたから,1,ヒソカはゴンの成長を期待して再戦を望みました。,2
漫画,HUNTER×HUNTER,天空闘技場編,052,ゴンがヒソカに初めてパンチを当てた時のヒソカの反応は？,怒る,喜ぶ,驚く,何も感じない,2,ヒソカはゴンの成長に喜びました。,2
漫画,HUNTER×HUNTER,天空闘技場編,053,ゴンがヒソカにパンチを当てた理由は何だった？,お礼のため,復讐のため,怒りをぶつけるため,実力試しのため,1,ハンター試験で助けてもらったお礼です。,2
漫画,HUNTER×HUNTER,天空闘技場編,054,天空闘技場編でゴンが習得した念能力の系統は？,強化系,変化系,放出系,操作系,1,ゴンは強化系の念能力者です。,2
漫画,HUNTER×HUNTER,天空闘技場編,055,キルアが天空闘技場編で習得した念能力の系統は？,変化系,強化系,放出系,操作系,1,キルアは変化系の念能力者です。,2
漫画,HUNTER×HUNTER,天空闘技場編,056,天空闘技場でゴンが使った技は？,ジャジャン拳,雷掌,円,分身,1,ゴンはジャジャン拳を使いました。,2
漫画,HUNTER×HUNTER,天空闘技場編,057,天空闘技場でキルアが使った技は？,落雷,ジャジャン拳,円,分身,1,キルアは雷掌（落雷）を使いました。,2
漫画,HUNTER×HUNTER,天空闘技場編,058,天空闘技場でビスケがゴンとキルアに課した特訓の場所は？,森の中,滝壺,洞窟,屋上,1,ビスケは森の中で特訓を課しました。,2
漫画,HUNTER×HUNTER,天空闘技場編,059,ビスケの正体は？,念能力の師匠,ハンター協会の幹部,幻影旅団のメンバー,ゾルディック家の関係者,1,ビスケは念能力の師匠です。,2
漫画,HUNTER×HUNTER,天空闘技場編,060,天空闘技場でのゴンとキルアの最終目標は？,フロアマスターになること,賞金を稼ぐこと,念能力を習得すること,ヒソカを倒すこと,3,二人の最終目標は念能力を習得することでした。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,061,ヨークシンシティ編でクラピカが所属した組織は？,ノストラードファミリー,幻影旅団,ゾルディック家,ハンター協会,1,クラピカはノストラードファミリーに雇われました。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,062,クラピカがヨークシンシティで狙っていたものは？,幻影旅団の壊滅,ヒソカの討伐,父親の仇討ち,ゾルディック家への復讐,1,クラピカは幻影旅団の壊滅を狙っていました。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,063,ノストラードファミリーが開催したオークションで出品されていたものは？,幻影旅団のメンバー,希少な宝石,高価な美術品,死体,3,オークションでは希少な美術品や骨董品が多数出品されました。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,064,幻影旅団がヨークシンシティで狙っていたものは？,オークションの品々,ハンターライセンス,ノストラードファミリーの財産,クラピカの眼,1,幻影旅団はオークションの品々を狙っていました。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,065,幻影旅団の団長の名前は？,クロロ=ルシルフル,ウボォーギン,フェイタン,パクノダ,1,幻影旅団の団長はクロロ=ルシルフルです。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,066,幻影旅団のメンバーで、鎖野郎（クラピカ）に殺されたのは誰？,ウボォーギン,シャルナーク,パクノダ,マチ,1,ウボォーギンがクラピカに殺されました。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,067,幻影旅団のウボォーギンの念能力は？,超破壊拳,記憶を読み取る,糸で操る,念弾を放つ,1,ウボォーギンは強化系の能力者で、超破壊拳を使います。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,068,幻影旅団のパクノダの念能力は？,記憶弾,念糸,念弾,テレポーテーション,1,パクノダは記憶弾（サイコメトリー）を使います。,1
漫画,HUNTER×HUNTER,ヨークシンシティ編,069,幻影旅団のノブナガが使った武器は？,刀,銃,ナイフ,鎖,1,ノブナガは刀を使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,070,幻影旅団のフィンクスが使った念能力は？,腕を回してパンチ,念弾を放つ,念糸を操る,瞬間移動,1,フィンクスは腕を回すことで威力を増すパンチを使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,071,幻影旅団のフェイタンが使った念能力は？,ペインパッカー,超破壊拳,記憶弾,サンアンドムーン,1,フェイタンはペインパッカーを使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,072,幻影旅団のシャルの念能力は？,携帯電話の操作,念弾を放つ,記憶を読み取る,糸で操る,1,シャルナークは携帯電話で人を操る能力を使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,073,幻影旅団のシズクの念能力は？,デメちゃん（掃除機）,記憶弾,念糸,超破壊拳,1,シズクはデメちゃんという掃除機を使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,074,幻影旅団のマチの念能力は？,念糸で縫合,念弾を放つ,記憶を読み取る,瞬間移動,1,マチは念糸で縫合する能力を使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,075,幻影旅団のボノレノフの念能力は？,戦闘舞踏曲,超破壊拳,記憶弾,念糸,1,ボノレノフはバトルオーケストラ（戦闘舞踏曲）を使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,076,幻影旅団のフランクリンの念能力は？,マシンガン,超破壊拳,記憶弾,念糸,1,フランクリンは指先から念弾を放つマシンガンを使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,077,幻影旅団のコルトピの念能力は？,物質の複製,超破壊拳,記憶弾,念糸,1,コルトピは物質を複製する能力を使います。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,078,幻影旅団のヒソカが旅団に入団した目的は？,クロロと戦うため,盗賊稼業を楽しむため,情報を集めるため,財宝を手に入れるため,1,ヒソカはクロロと戦うために旅団に入団しました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,079,クラピカが幻影旅団の情報を得るために利用した人物は？,ヒソカ,キルア,レオリオ,ネオン,1,クラピカはヒソカから情報を得ました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,080,ノストラードファミリーの娘、ネオンの念能力は？,予言,治癒,未来予知,攻撃,1,ネオンは予言の能力者です。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,081,クロロがパクノダに指示したことは？,幻影旅団のメンバーを助ける,ゴンたちを殺す,情報を集める,自分たちの痕跡を消す,1,クロロはパクノダに幻影旅団のメンバーを助けるよう指示しました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,082,クラピカが発動した制約と誓約の念能力は？,絶対時間,エンペラータイム,律する小指の鎖,束縛する中指の鎖,2,クラピカが発動したのはエンペラータイムです。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,083,クラピカが幻影旅団にかけた制約の念能力は？,律する小指の鎖,束縛する中指の鎖,癒す人差し指の鎖,奪う薬指の鎖,1,クラピカは「律する小指の鎖」で旅団メンバーに制約をかけました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,084,クロロが能力を奪った人物は？,ネオン,ヒソカ,イルミ,ゼノ,1,クロロはネオンの能力を奪いました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,085,ゴンとキルアが幻影旅団に捕らえられた場所は？,ホテル,アジト,地下室,廃ビル,1,ゴンとキルアはホテルで旅団に捕らえられました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,086,ゴンとキルアが捕らえられた際、助けに来たのは？,レオリオ,クラピカ,ゾルディック家,ハンター協会,3,ゴンとキルアはゾルディック家の手によって救出されました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,087,クロロがゼノとシルバに襲われた場所は？,オークション会場,アジト,ホテル,廃ビル,1,クロロはオークション会場で襲撃されました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,088,クロロがゼノとシルバから逃れるために使った能力は？,盗賊の極意,瞬間移動,分身,記憶を消す,1,クロロは盗賊の極意（スキルハンター）で能力を奪い、逃れました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,089,パクノダが最後に使った能力は？,記憶弾,念糸,超破壊拳,テレポーテーション,1,パクノダは記憶弾を仲間に撃ち込みました。,2
漫画,HUNTER×HUNTER,ヨークシンシティ編,090,クロロの盗賊の極意（スキルハンター）で奪った能力は、使った後どうなる？,消える,元の持ち主に戻る,一時的に使用できる,永続的に使用できる,4,永続的に使用できますが、スキルハンターを持っている間は奪った能力を維持し続けなければなりません。,3
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,091,ゴンとキルアが参加したゲームの名前は？,グリードアイランド,ハンターズゲーム,サバイバルアイランド,ネオハンター,1,二人が参加したのは「グリードアイランド」です。,1
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,092,グリードアイランドは誰が作ったゲーム？,ジン=フリークス,ネテロ,ビスケ,ヒソカ,1,グリードアイランドはジン=フリークスが作ったゲームです。,1
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,093,グリードアイランドの目的は？,レアカードを集めること,賞金を手に入れること,最強のハンターになること,失われた遺跡を探すこと,1,グリードアイランドの目的はレアカードを集めることです。,1
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,094,グリードアイランドでゴンとキルアがビスケと再会した場所は？,都市の中,森の中,海岸,洞窟,1,ゴンとキルアは都市（マサドラ）でビスケと再会しました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,095,グリードアイランドでゴンとキルアがビスケに課された特訓は？,強化系能力の向上,変化系能力の向上,念の応用,カード収集の効率化,3,ビスケは念の応用（凝、練など）の特訓を課しました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,096,グリードアイランドに登場する「ボマー」のリーダーは誰？,ゲンスルー,ツェズゲラ,ビスケ,ヒソカ,1,ボマーのリーダーはゲンスルーです。,1
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,097,ゲンスルーの念能力の名前は？,爆弾魔,カウントダウン,リリース,リトルフラワー,1,ゲンスルーの念能力は「爆弾魔」です。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,098,ゲンスルーの能力「リトルフラワー」は何系の能力？,放出系,変化系,強化系,操作系,1,リトルフラワーは放出系の能力です。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,099,グリードアイランドでゴンが最初に手に入れた指定ポケットカードは？,一坪の海岸線,支配者の祝福,魔女の媚薬,磁力,1,ゴンは「一坪の海岸線」を手に入れました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,100,グリードアイランドでゴンがゲンスルーと戦うために考えた作戦は？,連携攻撃,罠を仕掛ける,直接攻撃,逃走,2,ゴンは罠を仕掛ける作戦を立てました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,101,ゴンとゲンスルーの最終決戦の場所はどこ？,洞窟,森の中,海岸,廃墟,1,二人の最終決戦は洞窟で行われました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,102,ゴンがゲンスルーに勝利するために使用した技は？,ジャジャン拳・グー,雷掌,円,分身,1,ゴンはジャジャン拳・グーでゲンスルーに勝利しました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,103,グリードアイランド編の最終目標は？,全てのカードを集めること,ゲームをクリアすること,ジンと会うこと,仲間を助けること,2,ゲームをクリアすることです。,1
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,104,グリードアイランドで、ビスケがゲンスルー戦でゴンをサポートした方法は？,体術を教える,念能力を強化する,回復する,情報を提供する,1,ビスケは体術でゲンスルーの仲間と戦いました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,105,グリードアイランドで、キルアがゲンスルー戦でとった行動は？,ゲンスルーを足止めする,仲間をサポートする,直接攻撃する,罠を仕掛ける,1,キルアはゲンスルーを足止めしました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,106,グリードアイランドにいるゴンたちがジンに会うために使ったカードは？,同行,磁力,一坪の海岸線,支配者の祝福,1,ゴンたちは「同行」のカードを使いました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,107,グリードアイランドをクリアしたゴンとキルアがジンに会うために向かった場所は？,NGL,蟻の巣,カキン国,くじら島,1,二人はNGL（自然保護区）へ向かいました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,108,グリードアイランドでヒソカが参加した目的は？,ゲームを楽しむため,クロロの除念のため,賞金を得るため,ゴンと戦うため,2,ヒソカはクロロの除念のためにグリードアイランドに参加しました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,109,グリードアイランドで、ゴンがジンに会うために選択した同行の相手は？,カイト,ビスケ,レオリオ,クラピカ,1,ゴンはカイトと会うことを選択しました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,110,グリードアイランドで、キルアが最初に手に入れた指定ポケットカードは？,一坪の海岸線,磁力,支配者の祝福,魔女の媚薬,2,キルアは「磁力」のカードを手に入れました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,111,グリードアイランドの呪文カードは、何に使われる？,移動,攻撃,回復,アイテム生成,1,呪文カードは移動に使われます。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,112,グリードアイランドでゴンたちが「磁力」のカードを使って向かった場所は？,都市の中,森の中,洞窟,海岸,1,磁力は都市の中を移動するためのカードです。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,113,グリードアイランドで、ビスケがゴンとキルアに教えた念能力の技術は？,練,絶,硬,円,3,ビスケは「硬」の技術を教えました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,114,グリードアイランドに存在する「呪文カード」の総数は？,40枚,60枚,80枚,100枚,2,呪文カードは60枚存在します。,3
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,115,グリードアイランドで、ゴンとキルアが「海岸線」のカードを使って向かった場所は？,海の近く,山の中,都市の中,洞窟の中,1,海岸線は海の近くへ移動するカードです。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,116,グリードアイランドで、レイザーは元々何の職業だった？,プロハンター,ゲームマスター,囚人,ジン=フリークスの仲間,4,レイザーはジンの仲間でした。,3
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,117,レイザーが使った念能力は？,14人の悪魔,爆弾魔,カウントダウン,リトルフラワー,1,レイザーは14人の悪魔を使います。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,118,グリードアイランドでゴンたちがレイザーと戦ったゲームは？,ドッジボール,バスケットボール,サッカー,テニス,1,ゴンたちはレイザーとドッジボールで戦いました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,119,ドッジボールでヒソカがとった行動は？,ボールを操る,ゴンをサポートする,自らボールを投げる,相手を攻撃する,2,ヒソカはゴンをサポートしました。,2
漫画,HUNTER×HUNTER,G.I.（グリードアイランド）編,120,ドッジボールでキルアがとった行動は？,ボールを受け止める,ボールを操る,自らボールを投げる,相手を攻撃する,1,キルアはボールを受け止める役割を担いました。,2
漫画,HUNTER×HUNTER,キメラアント編,121,キメラアントの女王が最初に上陸した場所は？,NGL,くじら島,ヨークシンシティ,流星街,1,キメラアントの女王はNGLに上陸しました。,1
漫画,HUNTER×HUNTER,キメラアント編,122,キメラアントの女王が卵を産むために求めていたものは？,強力な念能力者,希少な食料,大量の人間,美しい場所,3,女王は大量の人間を捕食し、卵を産みました。,1
漫画,HUNTER×HUNTER,キメラアント編,123,ゴンとキルアがキメラアントの調査に同行したハンターは誰？,カイト,ビスケ,ジン,ネテロ,1,ゴンとキルアはカイトに同行しました。,1
漫画,HUNTER×HUNTER,キメラアント編,124,カイトが使った念能力の名前は？,気狂いピエロ（クレイジースロット）,ジャジャン拳,雷掌,円,1,カイトの能力は「気狂いピエロ」です。,1
漫画,HUNTER×HUNTER,キメラアント編,125,カイトの念能力「気狂いピエロ」は、何系の能力？,具現化系,変化系,強化系,放出系,1,具現化系の能力です。,2
漫画,HUNTER×HUNTER,キメラアント編,126,キメラアントの女王の護衛軍は誰？,ネフェルピトー、シャウアプフ、モントゥトゥユピー,プフ、ユピー、コムギ,ピトー、シャウアプフ、メルエム,ユピー、モントゥトゥユピー、メルエム,1,ネフェルピトー、シャウアプフ、モントゥトゥユピーの3体です。,1
漫画,HUNTER×HUNTER,キメラアント編,127,ネフェルピトーの念能力は？,玩具修理者（ドクターブライス）,円,ジャジャン拳,雷掌,1,ネフェルピトーの能力は「玩具修理者」です。,1
漫画,HUNTER×HUNTER,キメラアント編,128,シャウアプフの念能力は？,精神操作,肉体操作,分裂,瞬間移動,1,シャウアプフは精神操作の能力者です。,2
漫画,HUNTER×HUNTER,キメラアント編,129,モントゥトゥユピーの念能力は？,変身,巨大化,分身,念弾,1,ユピーは自身の肉体を変化させる能力を持っています。,2
漫画,HUNTER×HUNTER,キメラアント編,130,キメラアントの王の名前は？,メルエム,ピトー,プフ,ユピー,1,キメラアントの王はメルエムです。,1
漫画,HUNTER×HUNTER,キメラアント編,131,メルエムが誕生した直後に殺したキメラアントは誰？,女王,護衛軍のメンバー,直属護衛軍以外の蟻,人間,3,メルエムは直属護衛軍以外の蟻を殺しました。,2
漫画,HUNTER×HUNTER,キメラアント編,132,メルエムが気に入った人間は誰？,コムギ,ネテロ,ゴン,キルア,1,メルエムはコムギを気に入りました。,1
漫画,HUNTER×HUNTER,キメラアント編,133,コムギが得意なゲームは？,軍儀,将棋,囲碁,チェス,1,コムギは軍儀のプロです。,1
漫画,HUNTER×HUNTER,キメラアント編,134,ネテロがメルエムと戦うために使った最終奥義は？,百式観音,ゼロノ式,壱ノ掌,弐ノ掌,1,ネテロは百式観音を使いました。,1
