大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,進撃の巨人,能力,AOT036,エルディアの始祖ユミルが持つ巨人の能力は何？,始祖の巨人,進撃の巨人,超大型巨人,鎧の巨人,1,エルディアの始祖ユミルが持つ巨人の能力は「始祖の巨人」です。,2
漫画,進撃の巨人,登場人物,AOT037,調査兵団の団長を継いだのは誰？,ハンジ・ゾエ,リヴァイ・アッカーマン,エルヴィン・スミス,アルミン・アルレルト,1,調査兵団の団長を継いだのはハンジ・ゾエです。,1
漫画,進撃の巨人,用語,AOT038,巨人を倒すために使用される、刃を交換できる特殊な刀は何？,超硬質ブレード,巨人刀,斬鉄剣,巨剣,1,巨人を倒すために使用されるのは「超硬質ブレード」です。,2
漫画,進撃の巨人,登場人物,AOT039,レイス家の人間で、フリーダ・レイスの妹は誰？,ヒストリア・レイス,クリスタ・レンズ,ユミル,ロッド・レイス,1,フリーダ・レイスの妹はヒストリア・レイスです。,1
漫画,進撃の巨人,能力,AOT040,エレン・クルーガーが持つ巨人の能力は何？,進撃の巨人,超大型巨人,鎧の巨人,女型の巨人,1,エレン・クルーガーが持つ巨人の能力は「進撃の巨人」です。,2
漫画,進撃の巨人,登場人物,AOT041,マーレの戦士隊の一員で、顎の巨人を継承しているのは誰？,ファルコ・グライス,ガビ・ブラウン,コルト・グライス,ピーク,1,顎の巨人を継承しているのはファルコ・グライスです。,2
漫画,進撃の巨人,用語,AOT042,巨人が出現した際に発令される、住民の避難を促す合図は何？,緊急事態宣言,巨人襲撃警報,避難命令,警戒警報,2,巨人が出現した際に発令されるのは「巨人襲撃警報」です。,2
漫画,進撃の巨人,登場人物,AOT043,マーレの戦士隊の一員で、ライナー・ブラウンの従妹は誰？,ガビ・ブラウン,ファルコ・グライス,ピーク,コルト・グライス,1,ライナー・ブラウンの従妹はガビ・ブラウンです。,1
漫画,進撃の巨人,能力,AOT044,アニ・レオンハートの女型の巨人の能力で、全身を硬化させる能力は何？,全身硬化,結晶化,装甲化,硬質化,1,全身を硬化させるのは「全身硬化」です。,2
漫画,進撃の巨人,登場人物,AOT045,マーレの戦士隊の一員で、獣の巨人の継承者であるのは誰？,ジーク・イェーガー,ライナー・ブラウン,ベルトルト・フーバー,アニ・レオンハート,1,獣の巨人の継承者はジーク・イェーガーです。,1
漫画,進撃の巨人,用語,AOT046,巨人が人間を捕食する際に、人間の血肉を吸い取るために使用する器官は何？,捕食口,口器,吸血器官,口吻,1,巨人が人間を捕食する際に使用するのは「捕食口」です。,2
漫画,進撃の巨人,登場人物,AOT047,マーレの戦士隊の一員で、車力の巨人を継承しているのは誰？,ピーク,ジーク・イェーガー,ライナー・ブラウン,ベルトルト・フーバー,1,車力の巨人を継承しているのはピークです。,1
漫画,進撃の巨人,能力,AOT048,ジーク・イェーガーの獣の巨人の能力で、遠距離から岩石を投げつける能力は何？,投石能力,岩石投擲,遠距離攻撃,投擲術,1,遠距離から岩石を投げつけるのは「投石能力」です。,2
漫画,進撃の巨人,登場人物,AOT049,マーレの戦士隊の一員で、戦槌の巨人を継承しているのは誰？,戦槌の巨人継承者,ライナー・ブラウン,ベルトルト・フーバー,アニ・レオンハート,1,戦槌の巨人を継承しているのはタイバー家の人間です。,3
漫画,進撃の巨人,用語,AOT050,巨人が人間を捕食する際に、人間の体から剥ぎ取られるものを何と呼ぶ？,皮,肉,骨,遺体,1,巨人が人間を捕食する際に剥ぎ取られるのは「皮」です。,2
漫画,進撃の巨人,登場人物,AOT051,調査兵団の兵士で、リヴァイ班の最年少メンバーは誰？,ペトラ・ラル,エルド・ジン,オルオ・ボザド,グンタ・シュルツ,1,リヴァイ班の最年少メンバーはペトラ・ラルです。,1
漫画,進撃の巨人,能力,AOT052,戦槌の巨人の能力で、硬質化した体の一部を武器として生成する能力は何？,硬質化生成,武器生成,結晶生成,硬質化武器,1,硬質化した体の一部を武器として生成するのは「硬質化生成」です。,2
漫画,進撃の巨人,登場人物,AOT053,中央憲兵団の憲兵で、リヴァイ兵長の叔父でもあるのは誰？,ケニー・アッカーマン,ロッド・レイス,フリーダ・レイス,ウーリ・レイス,1,リヴァイ兵長の叔父はケニー・アッカーマンです。,1
漫画,進撃の巨人,用語,AOT054,巨人が人間を襲う際に、人間の脳を破壊するために使用する技は何？,脳破壊,脳髄破壊,脳食い,脳髄食い,2,巨人が人間を襲う際に使用するのは「脳髄破壊」です。,2
漫画,進撃の巨人,登場人物,AOT055,レイス家の人間で、始祖の巨人を継承していたのは誰？,フリーダ・レイス,ヒストリア・レイス,ロッド・レイス,ウーリ・レイス,1,始祖の巨人を継承していたのはフリーダ・レイスです。,1
漫画,進撃の巨人,能力,AOT056,始祖の巨人の能力で、エルディア人を操る能力は何？,座標,記憶操作,巨人操作,思考操作,1,エルディア人を操る能力は「座標」です。,2
漫画,進撃の巨人,登場人物,AOT057,イェーガー家の主治医で、エレンの父親は誰？,グリシャ・イェーガー,エレン・イェーガー,ジーク・イェーガー,クルーガー,1,エレンの父親はグリシャ・イェーガーです。,1
漫画,進撃の巨人,用語,AOT058,巨人が人間を捕食する際に、人間の内臓を消化するために使用する器官は何？,消化器官,消化液,胃液,消化吸収器官,1,巨人が人間を捕食する際に使用するのは「消化器官」です。,2
漫画,進撃の巨人,登場人物,AOT059,エルディア復権派のメンバーで、ジークの母親は誰？,ダイナ・フリッツ,グリシャ・イェーガー,カルラ・イェーガー,ミカサ・アッカーマン,1,ジークの母親はダイナ・フリッツです。,2
漫画,進撃の巨人,能力,AOT060,ダイナ・フリッツが持つ巨人の能力は何？,無垢の巨人,進撃の巨人,超大型巨人,鎧の巨人,1,ダイナ・フリッツが持つ巨人の能力は「無垢の巨人」です。,2
漫画,進撃の巨人,登場人物,AOT061,壁の建設に携わった技術者の一族で、機械鎧の技術を持つのは誰？,アッカーマン家,ロックベル家,イェーガー家,レイス家,2,機械鎧の技術を持つのは「ロックベル家」です。,1
漫画,進撃の巨人,用語,AOT062,巨人が出現する場所として知られているのはどこ？,ウォール・マリアの穴,シガンシナ区の壁,エルディア国の郊外,パラディ島の森,1,巨人が出現する場所として知られているのは「ウォール・マリアの穴」です。,2
漫画,進撃の巨人,登場人物,AOT063,フリッツ王家の末裔で、始祖の巨人の力を受け継ぐ血筋は誰？,レイス家,フリッツ家,イェーガー家,アッカーマン家,1,始祖の巨人の力を受け継ぐ血筋は「レイス家」です。,2
漫画,進撃の巨人,能力,AOT064,九つの巨人のうち、歴代の継承者の記憶を持つのはどの巨人？,進撃の巨人,始祖の巨人,超大型巨人,鎧の巨人,1,歴代の継承者の記憶を持つのは「進撃の巨人」です。,2
漫画,進撃の巨人,登場人物,AOT065,訓練兵団の卒業生で、明るく活発な性格の少女は誰？,クリスタ・レンズ,サシャ・ブラウス,ユミル,コニー・スプリンガー,1,明るく活発な性格の少女はクリスタ・レンズです。,2
漫画,進撃の巨人,用語,AOT066,巨人の捕食によって人間が喰われる際に、発せられる悲鳴を何と呼ぶ？,断末魔,悲鳴,叫び声,絶叫,1,巨人の捕食によって発せられるのは「断末魔」です。,2
漫画,進撃の巨人,登場人物,AOT067,中央憲兵団の憲兵で、ロッド・レイスの護衛を務めているのは誰？,ケニー・アッカーマン,ヒッチ・ドリス,マルロ・フロイデンベルク,ナイル・ドーク,1,ロッド・レイスの護衛を務めているのはケニー・アッカーマンです。,1
漫画,進撃の巨人,能力,AOT068,アルミン・アルレルトが持つ巨人の能力は何？,超大型巨人,進撃の巨人,鎧の巨人,女型の巨人,1,アルミン・アルレルトが持つ巨人の能力は「超大型巨人」です。,2
漫画,進撃の巨人,登場人物,AOT069,ウォール教の司祭で、壁の秘密を知っているのは誰？,ニック司祭,ロッド・レイス,ウーリ・レイス,フリーダ・レイス,1,壁の秘密を知っているのはニック司祭です。,1
漫画,進撃の巨人,用語,AOT070,巨人が人間を襲う際に、人間の臓器を破壊するために使用する技は何？,内臓破壊,臓器破壊,内臓食い,臓器食い,1,巨人が人間を襲う際に使用するのは「内臓破壊」です。,2
漫画,進撃の巨人,登場人物,AOT071,マーレの戦士隊の一員で、顎の巨人の継承者であるのは誰？,マルセル・ガリアード,ポルコ・ガリアード,ファルコ・グライス,ガビ・ブラウン,1,顎の巨人の継承者であるのはマルセル・ガリアードです。,2
漫画,進撃の巨人,能力,AOT072,マルセル・ガリアードが持つ巨人の能力は何？,顎の巨人,進撃の巨人,超大型巨人,鎧の巨人,1,マルセル・ガリアードが持つ巨人の能力は「顎の巨人」です。,2
漫画,進撃の巨人,登場人物,AOT073,調査兵団の兵士で、エルヴィンを崇拝しているのは誰？,モブリット・バーナー,リヴァイ・アッカーマン,ハンジ・ゾエ,エルヴィン・スミス,1,エルヴィンを崇拝しているのはモブリット・バーナーです。,2
漫画,進撃の巨人,用語,AOT074,巨人の攻撃から身を守るために、壁の中に設けられた地下都市を何と呼ぶ？,地下都市,地下シェルター,地下街,地下要塞,1,壁の中に設けられた地下都市は「地下都市」です。,2
漫画,進撃の巨人,登場人物,AOT075,中央憲兵団の憲兵で、マルロ・フロイデンベルクの同期は誰？,ヒッチ・ドリス,アニ・レオンハート,ライナー・ブラウン,ベルトルト・フーバー,1,マルロ・フロイデンベルクの同期はヒッチ・ドリスです。,2
漫画,進撃の巨人,能力,AOT076,ベルトルト・フーバーの超大型巨人の能力で、超高温の蒸気を発生させる能力は何？,高温蒸気,熱波,蒸気放出,高温ガス,1,超高温の蒸気を発生させるのは「高温蒸気」です。,2
漫画,進撃の巨人,登場人物,AOT077,調査兵団の兵士で、フロック・フォースターと行動を共にしているのは誰？,ジャン・キルシュタイン,コニー・スプリンガー,サシャ・ブラウス,アルミン・アルレルト,1,フロック・フォースターと行動を共にしているのはジャン・キルシュタインです。,3
漫画,進撃の巨人,用語,AOT078,巨人が人間を捕食する際に、人間の骨を粉砕するために使用する技は何？,骨粉砕,骨破壊,骨食い,骨髄食い,1,巨人が人間を捕食する際に使用するのは「骨粉砕」です。,2
漫画,進撃の巨人,登場人物,AOT079,壁の中の王政の真の支配者で、ヒストリア・レイスの父親は誰？,ロッド・レイス,ウーリ・レイス,フリーダ・レイス,ケニー・アッカーマン,1,ヒストリア・レイスの父親はロッド・レイスです。,1
漫画,進撃の巨人,能力,AOT080,ライナー・ブラウンの鎧の巨人の能力で、全身を硬質化させる能力は何？,全身硬化,結晶化,装甲化,硬質化,1,全身を硬質化させるのは「全身硬化」です。,2
漫画,進撃の巨人,登場人物,AOT081,調査兵団の兵士で、リヴァイ班の最古参メンバーは誰？,エルド・ジン,ペトラ・ラル,オルオ・ボザド,グンタ・シュルツ,1,リヴァイ班の最古参メンバーはエルド・ジンです。,2
漫画,進撃の巨人,用語,AOT082,巨人が出現する場所として知られている、ウォール・マリアの内側にある区画は何？,シガンシナ区,トロスト区,カラネス区,クロルバ区,1,ウォール・マリアの内側にある区画は「シガンシナ区」です。,2
漫画,進撃の巨人,登場人物,AOT083,調査兵団の兵士で、リヴァイ班の一員だったオルオ・ボザドの声優を務めるのは誰？,浪川大輔,神谷浩史,小野大輔,朴璐美,1,オルオ・ボザドの声優は浪川大輔です。,3
漫画,進撃の巨人,能力,AOT084,アニ・レオンハートの女型の巨人の能力で、叫び声で無垢の巨人を操る能力は何？,巨人操作,叫び声操作,無垢の巨人操縦,巨人招集,1,叫び声で無垢の巨人を操るのは「巨人操作」です。,2
漫画,進撃の巨人,登場人物,AOT085,マーレの戦士隊の候補生で、ファルコ・グライスの兄は誰？,コルト・グライス,ファルコ・グライス,ガビ・ブラウン,ウド,1,ファルコ・グライスの兄はコルト・グライスです。,2
漫画,進撃の巨人,用語,AOT086,巨人が人間を捕食する際に、人間の頭部を粉砕するために使用する技は何？,頭部粉砕,頭部破壊,頭部食い,頭蓋骨食い,1,巨人が人間を捕食する際に使用するのは「頭部粉砕」です。,2
漫画,進撃の巨人,登場人物,AOT087,調査兵団の兵士で、馬を操るのが得意なのは誰？,ジャン・キルシュタイン,コニー・スプリンガー,サシャ・ブラウス,アルミン・アルレルト,1,馬を操るのが得意なのはジャン・キルシュタインです。,3
漫画,進撃の巨人,能力,AOT088,ジーク・イェーガーの獣の巨人の能力で、体の一部を硬質化させる能力は何？,体の一部硬質化,部分硬質化,結晶化,硬質化,1,体の一部を硬質化させるのは「体の一部硬質化」です。,2
漫画,進撃の巨人,登場人物,AOT089,訓練兵団の卒業生で、故郷が巨人の被害に遭ったのは誰？,コニー・スプリンガー,ジャン・キルシュタイン,サシャ・ブラウス,アルミン・アルレルト,1,故郷が巨人の被害に遭ったのはコニー・スプリンガーです。,1
漫画,進撃の巨人,用語,AOT090,巨人が人間を捕食する際に、人間の全身を丸呑みにする技を何と呼ぶ？,丸呑み,一呑み,全身捕食,一口,1,巨人が人間を捕食する際に使用するのは「丸呑み」です。,2
漫画,進撃の巨人,登場人物,AOT091,調査兵団の兵士で、リヴァイ班の一員だったグンタ・シュルツの声優を務めるのは誰？,三浦祥朗,神谷浩史,小野大輔,朴璐美,1,グンタ・シュルツの声優は三浦祥朗です。,3
漫画,進撃の巨人,能力,AOT092,ピークの車力の巨人の能力で、四足歩行の巨人の姿に変身する能力は何？,四足歩行巨人,獣型巨人,四足歩行変身,獣化,1,四足歩行の巨人の姿に変身するのは「四足歩行巨人」です。,2
漫画,進撃の巨人,登場人物,AOT093,壁の建設に携わった技術者の一族で、壁の秘密を知る唯一の血筋は誰？,レイス家,アッカーマン家,イェーガー家,フリッツ家,1,壁の秘密を知る唯一の血筋は「レイス家」です。,2
漫画,進撃の巨人,用語,AOT094,巨人が人間を襲う際に、人間の手足を切断するために使用する技は何？,手足切断,四肢切断,切断攻撃,四肢破壊,1,巨人が人間を襲う際に使用するのは「手足切断」です。,2
漫画,進撃の巨人,登場人物,AOT095,調査兵団の兵士で、リヴァイ班の一員だったオルオ・ボザドの特徴的な癖は？,吐き出す,鼻を鳴らす,舌を噛む,体を震わせる,1,オルオ・ボザドの癖は吐き出すことです。,3
漫画,進撃の巨人,能力,AOT096,エルディアの始祖ユミルが持つ巨人の能力で、巨人を創造する能力は何？,巨人創造,無垢の巨人創造,巨人化能力付与,巨人化の力,1,巨人を創造する能力は「巨人創造」です。,2
漫画,進撃の巨人,登場人物,AOT097,調査兵団の兵士で、フロック・フォースターの声優を務めるのは誰？,小野友樹,神谷浩史,小野大輔,朴璐美,1,フロック・フォースターの声優は小野友樹です。,2
漫画,進撃の巨人,用語,AOT098,巨人が人間を襲う際に、人間を握りつぶすために使用する技は何？,握りつぶし,圧殺,粉砕,握力攻撃,1,巨人が人間を襲う際に使用するのは「握りつぶし」です。,2
漫画,進撃の巨人,登場人物,AOT099,駐屯兵団の兵士で、シガンシナ区の壁の防衛を担当していたのは誰？,ハンネス,キース・シャーディス,ピクシス司令,ダリス・ザックレー,1,シガンシナ区の壁の防衛を担当していたのはハンネスです。,1
漫画,進撃の巨人,能力,AOT100,エレン・イェーガーの進撃の巨人の能力で、未来の記憶を見る能力は何？,未来視,記憶継承,予知能力,未来の記憶,1,未来の記憶を見る能力は「未来視」です。,2
