大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,名探偵コナン,用語,CONAN045,コナンが事件を解決する際、犯人がよく言う言葉は何？,「まさか！」「そんなバカな！」「うそだ！」「なんで私が！」,4,犯人が自白する際によく言うのは「なんで私が！」です。,1
漫画,名探偵コナン,登場人物,CONAN046,FBI捜査官で、赤井秀一の同僚であるのは誰？,ジョディ・スターリング,ジェイムズ・ブラック,アンドレ・キャメル,赤井秀一,1,赤井秀一の同僚はジョディ・スターリングです。,2
漫画,名探偵コナン,アイテム,CONAN047,コナンが使うターボエンジン付きスケートボードは、何を動力源としている？,太陽電池,電池,ガソリン,モーター,1,ターボエンジン付きスケートボードは太陽電池が動力源です。,2
漫画,名探偵コナン,登場人物,CONAN048,新一と蘭が初めて出会った場所は？,幼稚園,小学校,中学校,高校,1,新一と蘭が初めて出会ったのは幼稚園です。,2
漫画,名探偵コナン,組織,CONAN049,黒の組織のメンバーで、組織から脱走し、コナンたちと行動を共にしているのは誰？,灰原哀,ベルモット,キール,バーボン,1,組織から脱走しコナンたちと行動を共にしているのは灰原哀です。,1
漫画,名探偵コナン,登場人物,CONAN050,阿笠博士が発明した、コナンが事件を解決する際に使うボール射出ベルトは何のボールを出す？,サッカーボール,野球ボール,バスケットボール,テニスボール,1,阿笠博士が発明したボール射出ベルトはサッカーボールを出します。,1
漫画,名探偵コナン,場所,CONAN051,鈴木園子の実家である、日本有数の財閥である企業グループの名前は？,鈴木財閥,東都財閥,米花財閥,帝丹財閥,1,鈴木園子の実家は鈴木財閥です。,1
漫画,名探偵コナン,登場人物,CONAN052,警視庁捜査一課の警部補で、高木刑事の教育係でもある女性は誰？,佐藤美和子,宮本由美,三池苗子,千葉和伸,1,高木刑事の教育係は佐藤美和子刑事です。,1
漫画,名探偵コナン,組織,CONAN053,黒の組織のコードネームを持つメンバーで、本名は降谷零であるのは誰？,バーボン,ライ,スコッチ,キュラソー,1,本名が降谷零なのはバーボンです。,2
漫画,名探偵コナン,登場人物,CONAN054,怪盗キッドの正体は誰？,黒羽快斗,工藤新一,服部平次,白馬探,1,怪盗キッドの正体は黒羽快斗です。,1
漫画,名探偵コナン,用語,CONAN055,コナンが事件解決の際に、毛利小五郎の代わりに推理を披露することを何と呼ぶ？,眠りの小五郎,名探偵小五郎,推理の小五郎,解決の小五郎,1,コナンが毛利小五郎の代わりに推理を披露する姿は「眠りの小五郎」と呼ばれています。,1
漫画,名探偵コナン,登場人物,CONAN056,警視庁捜査一課の刑事で、佐藤刑事の親友でもあるのは誰？,宮本由美,三池苗子,高木渉,千葉和伸,1,佐藤刑事の親友は宮本由美です。,2
漫画,名探偵コナン,アイテム,CONAN057,コナンが使う伸縮サスペンダーは何の機能を持っている？,物を引き寄せる,物を遠ざける,物を縮める,物を拡大する,1,伸縮サスペンダーは強力なゴムのように物を引き寄せることができます。,2
漫画,名探偵コナン,場所,CONAN058,妃英理の法律事務所の名前は？,妃法律事務所,毛利法律事務所,鈴木法律事務所,工藤法律事務所,1,妃英理の法律事務所は「妃法律事務所」です。,1
漫画,名探偵コナン,登場人物,CONAN059,FBI捜査官のジェイムズ・ブラックの職業は？,FBI捜査官,警察官,弁護士,医者,1,ジェイムズ・ブラックはFBI捜査官です。,1
漫画,名探偵コナン,組織,CONAN060,黒の組織のメンバーで、組織の情報を探るために潜入捜査を行っているのは誰？,キール,ジン,ウォッカ,ベルモット,1,組織に潜入捜査しているのはキールです。,2
漫画,名探偵コナン,登場人物,CONAN061,工藤新一の父親で、世界的に有名な推理小説家の名前は？,工藤優作,工藤有希子,工藤秀一,工藤吾郎,1,工藤新一の父親は工藤優作です。,1
漫画,名探偵コナン,用語,CONAN062,コナンが事件現場で「バーロ！」と叫ぶのは、誰に対して怒っている時？,犯人,毛利小五郎,目暮警部,蘭,2,コナンが「バーロ！」と叫ぶのは、毛利小五郎に対して呆れている時です。,2
漫画,名探偵コナン,登場人物,CONAN063,警視庁捜査一課の刑事で、高木刑事の同期でもあるのは誰？,千葉和伸,高木渉,佐藤美和子,白鳥任三郎,1,高木刑事の同期は千葉和伸です。,2
漫画,名探偵コナン,アイテム,CONAN064,コナンが使う犯人追跡メガネに表示される、追跡対象との距離を示す記号は？,A,B,C,D,3,犯人追跡メガネに表示されるのは「C（接近中）」です。,3
漫画,名探偵コナン,場所,CONAN065,東都大学の教授で、工藤優作の友人でもあるのは誰？,新出義輝,阿笠博士,宮野厚司,宮野エレーナ,1,東都大学の教授で工藤優作の友人は新出義輝です。,3
漫画,名探偵コナン,登場人物,CONAN066,杯戸高校の空手部主将で、毛利蘭のライバルでもあるのは誰？,京極真,沖田総司,真田貴大,新出智明,1,毛利蘭のライバルは京極真です。,2
漫画,名探偵コナン,組織,CONAN067,黒の組織のメンバーで、組織の会計を担当しているのは誰？,キュラソー,ピスコ,テキーラ,キャンティ,2,組織の会計を担当しているのはピスコです。,3
漫画,名探偵コナン,用語,CONAN068,コナンが変声機で様々な人の声を出すことができる理由は何？,音響分析,声紋分析,周波数分析,音域調整,1,蝶ネクタイ型変声機は音響分析によって声を再現しています。,3
漫画,名探偵コナン,登場人物,CONAN069,公安警察の捜査官で、喫茶ポアロでアルバイトをしているのは誰？,安室透,沖矢昴,世良真純,風見裕也,1,公安警察の捜査官で喫茶ポアロでアルバイトをしているのは安室透です。,1
漫画,名探偵コナン,アイテム,CONAN070,コナンが使う探偵バッジの機能で、少年探偵団同士の連絡手段として使われるのは？,トランシーバー,電話,メール,GPS,1,探偵バッジはトランシーバー機能を持っています。,1
漫画,名探偵コナン,場所,CONAN071,米花町にある、コナンたちがよく遊びに行く公園の名前は？,米花公園,東都公園,帝丹公園,緑ヶ丘公園,1,コナンたちがよく遊びに行くのは米花公園です。,1
漫画,名探偵コナン,登場人物,CONAN072,警視庁捜査一課の警部で、過去に連続殺人事件を解決した経験を持つのは誰？,白鳥任三郎,目暮十三,高木渉,佐藤美和子,1,連続殺人事件を解決した経験を持つのは白鳥任三郎警部です。,2
漫画,名探偵コナン,組織,CONAN073,黒の組織のメンバーで、狙撃の腕前が非常に高いのは誰？,キャンティ,コルン,ジン,ウォッカ,1,狙撃の腕前が高いのはキャンティです。,2
漫画,名探偵コナン,用語,CONAN074,コナンが事件を解決する際、犯人に対して放つ最後の言葉は何？,「お前が犯人だ！」,「お前はもう逃げられない！」,「真実から目をそらすな！」,「お前が真犯人だ！」,1,コナンが犯人に放つ最後の言葉は「お前が犯人だ！」です。,2
漫画,名探偵コナン,登場人物,CONAN075,帝丹高校の生徒で、毛利蘭のクラスメイトでもあるのは誰？,鈴木園子,世良真純,中森青子,遠山和葉,1,毛利蘭のクラスメイトは鈴木園子です。,1
漫画,名探偵コナン,アイテム,CONAN076,コナンが使う追跡メガネは、何を使って対象を追跡する？,GPS,電波,音波,光,1,追跡メガネはGPSを使って対象を追跡します。,1
漫画,名探偵コナン,場所,CONAN077,毛利小五郎と妃英理が初めて出会った場所は？,幼稚園,小学校,中学校,高校,3,小五郎と妃英理が初めて出会ったのは中学校です。,3
漫画,名探偵コナン,登場人物,CONAN078,世良真純の母親で、かつてAPTX4869の被験者だったのは誰？,メアリー,灰原哀,宮野エレーナ,工藤有希子,1,世良真純の母親はメアリーです。,3
漫画,名探偵コナン,組織,CONAN079,黒の組織のメンバーで、スパイとして潜入しているのは誰？,バーボン,ライ,キール,ベルモット,1,スパイとして潜入しているのはバーボンです。,2
漫画,名探偵コナン,用語,CONAN080,コナンが事件の推理を始める際によく言う言葉は何？,「なるほど、そういうことか」,「謎はすべて解けた！」,「犯人はこの中にいる！」,「真実はいつもひとつ！」,2,コナンが推理を始める際によく言うのは「謎はすべて解けた！」です。,1
漫画,名探偵コナン,登場人物,CONAN081,少年探偵団のメンバーで、一番背が高い男の子は誰？,小嶋元太,円谷光彦,吉田歩美,灰原哀,1,少年探偵団で一番背が高いのは小嶋元太です。,1
漫画,名探偵コナン,アイテム,CONAN082,コナンが麻酔銃を撃つ時、どこを狙う？,首筋,心臓,頭,腕,1,コナンが麻酔銃を撃つのは首筋です。,1
漫画,名探偵コナン,場所,CONAN083,怪盗キッドが予告状を出す際に、よく現れる場所は？,ビルの屋上,美術館,博物館,タワー,1,怪盗キッドが予告状を出す際によく現れるのはビルの屋上です。,2
漫画,名探偵コナン,登場人物,CONAN084,警視庁捜査一課の刑事で、白鳥警部と同期でもあるのは誰？,千葉和伸,高木渉,佐藤美和子,宮本由美,1,白鳥警部と同期なのは千葉和伸です。,3
漫画,名探偵コナン,組織,CONAN085,黒の組織のメンバーで、表向きは探偵として活動しているのは誰？,バーボン,ライ,スコッチ,ベルモット,1,探偵として活動しているのはバーボンです。,2
漫画,名探偵コナン,用語,CONAN086,コナンが事件解決の後に、毛利小五郎が意識を取り戻す際に言う言葉は何？,「おお、よくやった！」,「さすが俺だ！」,「うむ、さすが名探偵！」,「なるほど、全てお見通しだ！」,2,毛利小五郎が意識を取り戻す際に言うのは「さすが俺だ！」です。,2
漫画,名探偵コナン,登場人物,CONAN087,大阪府警の刑事部長で、服部平次の父親の名前は？,服部平蔵,遠山銀司郎,大滝吾郎,松田陣平,1,服部平次の父親は服部平蔵です。,1
漫画,名探偵コナン,アイテム,CONAN088,コナンが身につけているキック力増強シューズで、ボールを蹴る際に光る部分はどこ？,つま先,かかと,側面,全体,1,キック力増強シューズのつま先部分が光ります。,2
漫画,名探偵コナン,場所,CONAN089,新一が小学1年生の時に通っていた学校の名前は？,帝丹小学校,米花小学校,東都小学校,西多摩小学校,1,新一が小学1年生の時に通っていたのは帝丹小学校です。,2
漫画,名探偵コナン,登場人物,CONAN090,毛利蘭の友人で、鈴木園子の彼氏である京極真の職業は？,空手家,探偵,医者,警官,1,京極真は空手家です。,1
漫画,名探偵コナン,組織,CONAN091,黒の組織のメンバーで、組織の裏切り者を暗殺する任務を受けているのは誰？,ジン,ウォッカ,ベルモット,バーボン,1,組織の裏切り者を暗殺する任務を受けているのはジンです。,2
漫画,名探偵コナン,用語,CONAN092,コナンが事件解決の際、犯人が証拠を隠蔽するために行う行為を何と呼ぶ？,アリバイ工作,証拠隠滅,偽装工作,隠蔽工作,2,犯人が証拠を隠蔽する行為は証拠隠滅です。,1
漫画,名探偵コナン,登場人物,CONAN093,警視庁捜査一課の警部で、いつも帽子をかぶっているのは誰？,目暮十三,白鳥任三郎,高木渉,千葉和伸,1,いつも帽子をかぶっているのは目暮十三警部です。,1
漫画,名探偵コナン,アイテム,CONAN094,コナンが使う追跡メガネは、何色のレンズをしている？,赤,青,緑,黒,1,追跡メガネは赤いレンズをしています。,2
漫画,名探偵コナン,場所,CONAN095,工藤新一がAPTX4869を飲まされた場所はどこ？,トロピカルランド,米花デパート,東都タワー,喫茶ポアロ,1,新一がAPTX4869を飲まされたのはトロピカルランドです。,1
漫画,名探偵コナン,登場人物,CONAN096,少年探偵団のメンバーで、一番理屈っぽいのは誰？,円谷光彦,小嶋元太,吉田歩美,灰原哀,1,少年探偵団で一番理屈っぽいのは円谷光彦です。,1
漫画,名探偵コナン,組織,CONAN097,黒の組織のメンバーで、情報収集と暗殺を担当しているのは誰？,ベルモット,ジン,ウォッカ,バーボン,1,情報収集と暗殺を担当しているのはベルモットです。,2
漫画,名探偵コナン,用語,CONAN098,コナンが事件解決の際、証拠を指し示す時に使う言葉は何？,「この証拠が！」,「これが決め手だ！」,「ここを見てください！」,「すべてはここにある！」,1,コナンが証拠を指し示す時に使うのは「この証拠が！」です。,2
漫画,名探偵コナン,登場人物,CONAN099,毛利蘭が通う高校の名前は？,帝丹高校,米花高校,東都高校,西多摩高校,1,毛利蘭が通う高校は帝丹高校です。,1
漫画,名探偵コナン,アイテム,CONAN100,コナンが使う変声機で、唯一声が出せないのは誰の声？,自分の声,阿笠博士の声,毛利蘭の声,工藤新一の声,4,変声機は自分の声（工藤新一の声）を出すことはできません。,2
